NAME,YEAR,TEAM,G,ABA,AB,R,H,_2B,_3B,HR,TB,RBI,BB,IBB,HBP,SO,SH,SF,SB,CS,GIDP,E,AVG,SLG,OBP,OPS,SBR,pos3,pos4,pos5,pos6,pos2,pos8
허준,2010,NEX,73,57,49,5,8,1,0,0,9,1,4,0,1,15,3,0,0,1,2,1,0.163,0.184,0.241,0.425,0,,,,,72,
허준,2011,NEX,55,102,89,5,17,2,0,1,22,11,7,0,2,25,4,0,0,1,2,3,0.191,0.247,0.265,0.512,0,,,,,55,
허준,2013,NC,14,17,16,1,2,0,0,1,5,4,0,0,0,5,0,1,0,0,1,0,0.125,0.313,0.118,0.431,,,,,,13,
허준,2014,NC,28,36,29,2,5,3,0,0,8,1,5,0,0,10,2,0,0,0,0,0,0.172,0.276,0.294,0.57,,,,,,27,
현재윤,2010,SAM,53,92,78,4,15,1,0,1,19,7,10,1,1,14,3,0,1,1,2,1,0.192,0.244,0.292,0.536,0.5,,,,,53,
현재윤,2011,SAM,38,70,61,7,13,1,0,0,14,5,3,0,2,7,4,0,0,0,0,0,0.213,0.23,0.273,0.503,,,,,,37,
현재윤,2013,LG,53,126,100,10,26,5,0,1,34,8,10,0,3,14,13,0,1,2,3,1,0.26,0.34,0.345,0.685,0.333,,,,,52,
현재윤,2014,LG,14,16,15,3,8,2,0,0,10,2,1,0,0,3,0,0,0,0,0,2,0.533,0.667,0.563,1.23,,,,,,14,
홍명찬,2011,SK,8,13,11,2,2,1,0,0,3,0,2,0,0,4,0,0,0,0,2,0,0.182,0.273,0.308,0.581,,,5,,,,
홍명찬,2012,SK,5,5,5,0,2,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0.4,0.4,0.4,0.8,,,,3,,,
홍명찬,2013,SK,5,7,7,1,2,0,0,0,2,0,0,0,0,2,0,0,0,0,0,2,0.286,0.286,0.286,0.572,,,3,3,,,
홍명찬,2014,SK,10,16,16,0,1,0,0,0,1,1,0,0,0,3,0,0,0,0,0,0,0.063,0.063,0.063,0.126,,,1,5,,,
홍성갑,2014,NEX,2,2,2,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0.5,0.5,0.5,1,,,,,,,
홍성흔,2010,LOT,111,498,431,88,151,28,1,26,259,116,54,3,7,49,1,5,2,2,18,0,0.35,0.601,0.427,1.028,0.5,,,,,,
홍성흔,2011,LOT,132,535,474,70,145,24,2,6,191,67,53,0,3,80,0,5,2,5,22,0,0.306,0.403,0.376,0.779,0.286,,,,,,22
홍성흔,2012,LOT,113,443,390,48,114,20,0,15,179,74,47,3,2,83,1,3,4,5,10,0,0.292,0.459,0.369,0.828,0.444,,,,,,
홍성흔,2013,DOO,127,538,469,61,140,21,0,15,206,72,57,0,6,93,3,3,5,3,15,0,0.299,0.439,0.379,0.818,0.625,,,,,,
홍성흔,2014,DOO,124,521,447,63,141,19,1,20,222,82,64,0,4,79,5,1,5,3,13,0,0.315,0.497,0.405,0.902,0.625,,,,,,
홍세완,2010,KIA,10,27,25,0,5,1,0,0,6,1,2,0,0,6,0,0,0,0,2,0,0.2,0.24,0.259,0.499,,3,,,,,
홍재호,2011,KIA,31,53,47,6,10,1,0,1,14,3,4,0,1,13,1,0,1,0,0,1,0.213,0.298,0.288,0.586,1,,17,13,7,,
홍재호,2012,KIA,55,107,92,13,17,3,0,1,23,6,11,1,0,22,4,0,1,0,1,4,0.185,0.25,0.272,0.522,1,2,4,25,25,,
홍재호,2013,KIA,85,141,124,15,24,2,0,2,32,12,13,0,1,17,3,0,1,2,6,7,0.194,0.258,0.275,0.533,0.333,18,11,8,44,,
황동채,2010,LOT,44,33,31,6,3,1,0,0,4,0,1,0,1,11,0,0,3,0,1,0,0.097,0.129,0.152,0.281,1,,,,,,28
황동채,2011,LOT,57,77,62,16,14,3,1,0,19,5,10,0,1,12,4,0,3,1,3,0,0.226,0.306,0.342,0.648,0.75,,,,,,48
황동채,2012,LOT,73,66,58,11,10,0,0,0,10,6,5,0,1,17,2,0,1,0,2,3,0.172,0.172,0.25,0.422,1,,,,,,63
황동채,2013,LOT,34,51,43,8,10,0,0,0,10,1,6,0,1,19,1,0,1,0,0,0,0.233,0.233,0.34,0.573,1,,,,,,24
황동채,2014,LOT,12,5,5,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.2,0.2,0.2,0.4,,,,,,,11
황목치,2014,LG,37,51,46,11,14,0,1,0,16,3,1,0,0,9,4,0,2,2,1,4,0.304,0.348,0.319,0.667,0.5,,16,7,12,,
황선일,2010,LG,4,5,5,0,1,1,0,0,2,1,0,0,0,2,0,0,0,0,0,0,0.2,0.4,0.2,0.6,,,,,,,1
황선일,2011,LG,7,10,9,0,2,0,0,0,2,1,0,0,1,1,0,0,0,0,0,0,0.222,0.222,0.3,0.522,,,,,,,3
황선일,2012,LG,3,8,8,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.125,0.125,0.125,0.25,,,,,,,3
황재균,2010,LOT,94,353,306,41,69,14,3,6,107,40,32,0,4,73,6,4,18,7,10,9,0.225,0.35,0.303,0.653,0.72,,,79,20,,
황재균,2011,LOT,117,458,398,62,115,18,4,12,177,68,40,1,9,78,3,8,12,6,9,22,0.289,0.445,0.36,0.805,0.667,,1,108,18,,
황재균,2012,LOT,133,504,448,42,122,19,1,4,155,51,38,3,5,81,11,2,26,8,10,15,0.272,0.346,0.335,0.681,0.765,,,131,2,,
황재균,2013,LOT,128,559,489,70,134,29,3,7,190,56,49,3,10,78,7,4,22,11,14,18,0.274,0.389,0.35,0.739,0.667,,,128,,,
황재균,2014,LOT,128,550,486,66,156,33,3,12,231,76,53,0,3,86,4,4,17,10,8,16,0.321,0.475,0.388,0.863,0.63,,,128,1,,
황정립,2012,KIA,18,57,47,4,7,0,0,1,10,5,10,0,0,15,0,0,0,0,0,1,0.149,0.213,0.298,0.511,,16,,,,,
황정립,2013,KIA,21,57,45,8,11,2,0,1,16,8,10,0,2,13,0,0,0,0,2,1,0.244,0.356,0.404,0.76,,17,,,,,
황진수,2012,LOT,28,20,18,2,2,1,0,0,3,0,1,0,0,9,1,0,2,0,1,0,0.111,0.167,0.158,0.325,1,,6,,21,,
황진수,2013,LOT,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
황진수,2014,LOT,5,5,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,2,1,2,,
